,Municipio,variable,value
696,Algeciras,noviembre_2010,1.99
697,Almería,noviembre_2010,3.02
698,Cádiz,noviembre_2010,3.93
699,Córdoba,noviembre_2010,3.18
700,Dos Hermanas,noviembre_2010,2.35
701,Granada,noviembre_2010,4.05
702,Huelva,noviembre_2010,2.86
703,Jaén,noviembre_2010,6.64
704,Jerez de la Frontera,noviembre_2010,3.06
705,Marbella,noviembre_2010,2.88
706,Málaga,noviembre_2010,3.35
707,Sevilla,noviembre_2010,3.67
708,Algeciras,diciembre_2010,1.7
709,Almería,diciembre_2010,2.54
710,Cádiz,diciembre_2010,3.5
711,Córdoba,diciembre_2010,3.28
712,Dos Hermanas,diciembre_2010,2.03
713,Granada,diciembre_2010,3.98
714,Huelva,diciembre_2010,2.54
715,Jaén,diciembre_2010,8.07
716,Jerez de la Frontera,diciembre_2010,3.07
717,Marbella,diciembre_2010,2.28
718,Málaga,diciembre_2010,2.85
719,Sevilla,diciembre_2010,3.5
720,Algeciras,enero_2011,1.66
721,Almería,enero_2011,2.51
722,Cádiz,enero_2011,3.05
723,Córdoba,enero_2011,3.12
724,Dos Hermanas,enero_2011,2.23
725,Granada,enero_2011,3.65
726,Huelva,enero_2011,2.47
727,Jaén,enero_2011,6.1
728,Jerez de la Frontera,enero_2011,2.77
729,Marbella,enero_2011,2.04
730,Málaga,enero_2011,2.56
731,Sevilla,enero_2011,3.03
732,Algeciras,febrero_2011,1.48
733,Almería,febrero_2011,2.12
734,Cádiz,febrero_2011,2.79
735,Córdoba,febrero_2011,2.78
736,Dos Hermanas,febrero_2011,2.1
737,Granada,febrero_2011,3.36
738,Huelva,febrero_2011,2.23
739,Jaén,febrero_2011,4.58
740,Jerez de la Frontera,febrero_2011,2.65
741,Marbella,febrero_2011,2.1
742,Málaga,febrero_2011,2.46
743,Sevilla,febrero_2011,2.82
744,Algeciras,marzo_2011,1.8
745,Almería,marzo_2011,2.54
746,Cádiz,marzo_2011,4.45
747,Córdoba,marzo_2011,3.54
748,Dos Hermanas,marzo_2011,2.43
749,Granada,marzo_2011,4.13
750,Huelva,marzo_2011,2.83
751,Jaén,marzo_2011,4.22
752,Jerez de la Frontera,marzo_2011,3.37
753,Marbella,marzo_2011,2.67
754,Málaga,marzo_2011,2.95
755,Sevilla,marzo_2011,3.53
756,Algeciras,abril_2011,1.72
757,Almería,abril_2011,2.2
758,Cádiz,abril_2011,3.15
759,Córdoba,abril_2011,2.81
760,Dos Hermanas,abril_2011,2.01
761,Granada,abril_2011,3.58
762,Huelva,abril_2011,2.89
763,Jaén,abril_2011,3.03
764,Jerez de la Frontera,abril_2011,3.85
765,Marbella,abril_2011,3.19
766,Málaga,abril_2011,2.84
767,Sevilla,abril_2011,3.35
768,Algeciras,mayo_2011,2.04
769,Almería,mayo_2011,2.47
770,Cádiz,mayo_2011,3.42
771,Córdoba,mayo_2011,3.42
772,Dos Hermanas,mayo_2011,2.44
773,Granada,mayo_2011,4.08
774,Huelva,mayo_2011,3.21
775,Jaén,mayo_2011,4.5
776,Jerez de la Frontera,mayo_2011,4.11
777,Marbella,mayo_2011,3.34
778,Málaga,mayo_2011,3.14
779,Sevilla,mayo_2011,3.45
780,Algeciras,junio_2011,2.61
781,Almería,junio_2011,2.56
782,Cádiz,junio_2011,3.81
783,Córdoba,junio_2011,3.37
784,Dos Hermanas,junio_2011,2.35
785,Granada,junio_2011,4.04
786,Huelva,junio_2011,2.91
787,Jaén,junio_2011,3.55
788,Jerez de la Frontera,junio_2011,3.81
789,Marbella,junio_2011,3.89
790,Málaga,junio_2011,3.27
791,Sevilla,junio_2011,4.01
792,Algeciras,julio_2011,2.58
793,Almería,julio_2011,2.81
794,Cádiz,julio_2011,3.96
795,Córdoba,julio_2011,3.16
796,Dos Hermanas,julio_2011,2.28
797,Granada,julio_2011,4.15
798,Huelva,julio_2011,2.88
799,Jaén,julio_2011,3.64
800,Jerez de la Frontera,julio_2011,3.52
801,Marbella,julio_2011,4.68
802,Málaga,julio_2011,3.62
803,Sevilla,julio_2011,3.56
804,Algeciras,agosto_2011,1.93
805,Almería,agosto_2011,2.5
806,Cádiz,agosto_2011,3.18
807,Córdoba,agosto_2011,2.37
808,Dos Hermanas,agosto_2011,2.04
809,Granada,agosto_2011,3.19
810,Huelva,agosto_2011,2.58
811,Jaén,agosto_2011,3.44
812,Jerez de la Frontera,agosto_2011,3.74
813,Marbella,agosto_2011,2.88
814,Málaga,agosto_2011,2.79
815,Sevilla,agosto_2011,2.76
816,Algeciras,septiembre_2011,2.02
817,Almería,septiembre_2011,3.41
818,Cádiz,septiembre_2011,4.23
819,Córdoba,septiembre_2011,3.3
820,Dos Hermanas,septiembre_2011,3.0
821,Granada,septiembre_2011,4.57
822,Huelva,septiembre_2011,3.06
823,Jaén,septiembre_2011,4.25
824,Jerez de la Frontera,septiembre_2011,3.68
825,Marbella,septiembre_2011,3.01
826,Málaga,septiembre_2011,3.6
827,Sevilla,septiembre_2011,3.85
828,Algeciras,octubre_2011,2.14
829,Almería,octubre_2011,2.89
830,Cádiz,octubre_2011,4.09
831,Córdoba,octubre_2011,3.03
832,Dos Hermanas,octubre_2011,2.31
833,Granada,octubre_2011,4.15
834,Huelva,octubre_2011,2.95
835,Jaén,octubre_2011,3.53
836,Jerez de la Frontera,octubre_2011,3.58
837,Marbella,octubre_2011,2.78
838,Málaga,octubre_2011,3.65
839,Sevilla,octubre_2011,3.98
840,Algeciras,noviembre_2011,1.65
841,Almería,noviembre_2011,2.74
842,Cádiz,noviembre_2011,3.76
843,Córdoba,noviembre_2011,3.17
844,Dos Hermanas,noviembre_2011,2.06
845,Granada,noviembre_2011,3.61
846,Huelva,noviembre_2011,3.05
847,Jaén,noviembre_2011,5.74
848,Jerez de la Frontera,noviembre_2011,3.62
849,Marbella,noviembre_2011,2.92
850,Málaga,noviembre_2011,3.57
851,Sevilla,noviembre_2011,3.47
852,Algeciras,diciembre_2011,1.6
853,Almería,diciembre_2011,2.09
854,Cádiz,diciembre_2011,3.68
855,Córdoba,diciembre_2011,3.22
856,Dos Hermanas,diciembre_2011,1.67
857,Granada,diciembre_2011,3.7
858,Huelva,diciembre_2011,2.53
859,Jaén,diciembre_2011,7.12
860,Jerez de la Frontera,diciembre_2011,3.22
861,Marbella,diciembre_2011,2.49
862,Málaga,diciembre_2011,3.15
863,Sevilla,diciembre_2011,3.26
864,Algeciras,enero_2012,1.33
865,Almería,enero_2012,2.14
866,Cádiz,enero_2012,3.22
867,Córdoba,enero_2012,2.94
868,Dos Hermanas,enero_2012,1.75
869,Granada,enero_2012,3.55
870,Huelva,enero_2012,2.48
871,Jaén,enero_2012,5.57
872,Jerez de la Frontera,enero_2012,2.71
873,Marbella,enero_2012,2.12
874,Málaga,enero_2012,2.98
875,Sevilla,enero_2012,2.92
876,Algeciras,febrero_2012,1.43
877,Almería,febrero_2012,1.91
878,Cádiz,febrero_2012,3.56
879,Córdoba,febrero_2012,2.61
880,Dos Hermanas,febrero_2012,1.94
881,Granada,febrero_2012,3.33
882,Huelva,febrero_2012,2.47
883,Jaén,febrero_2012,3.12
884,Jerez de la Frontera,febrero_2012,2.69
885,Marbella,febrero_2012,2.2
886,Málaga,febrero_2012,2.71
887,Sevilla,febrero_2012,2.88
888,Algeciras,marzo_2012,1.52
889,Almería,marzo_2012,2.15
890,Cádiz,marzo_2012,3.27
891,Córdoba,marzo_2012,2.84
892,Dos Hermanas,marzo_2012,2.01
893,Granada,marzo_2012,3.73
894,Huelva,marzo_2012,2.41
895,Jaén,marzo_2012,3.11
896,Jerez de la Frontera,marzo_2012,3.06
897,Marbella,marzo_2012,2.89
898,Málaga,marzo_2012,3.11
899,Sevilla,marzo_2012,3.23
900,Algeciras,abril_2012,1.72
901,Almería,abril_2012,1.9
902,Cádiz,abril_2012,3.2
903,Córdoba,abril_2012,2.67
904,Dos Hermanas,abril_2012,1.99
905,Granada,abril_2012,3.52
906,Huelva,abril_2012,2.37
907,Jaén,abril_2012,2.67
908,Jerez de la Frontera,abril_2012,3.26
909,Marbella,abril_2012,3.33
910,Málaga,abril_2012,2.93
911,Sevilla,abril_2012,3.12
912,Algeciras,mayo_2012,1.78
913,Almería,mayo_2012,2.32
914,Cádiz,mayo_2012,3.64
915,Córdoba,mayo_2012,3.49
916,Dos Hermanas,mayo_2012,2.19
917,Granada,mayo_2012,3.99
918,Huelva,mayo_2012,2.93
919,Jaén,mayo_2012,3.29
920,Jerez de la Frontera,mayo_2012,4.6
921,Marbella,mayo_2012,3.62
922,Málaga,mayo_2012,3.19
923,Sevilla,mayo_2012,3.28
924,Algeciras,junio_2012,2.55
925,Almería,junio_2012,2.39
926,Cádiz,junio_2012,3.44
927,Córdoba,junio_2012,3.1
928,Dos Hermanas,junio_2012,1.94
929,Granada,junio_2012,4.18
930,Huelva,junio_2012,2.54
931,Jaén,junio_2012,3.59
932,Jerez de la Frontera,junio_2012,3.81
933,Marbella,junio_2012,4.24
934,Málaga,junio_2012,3.06
935,Sevilla,junio_2012,3.42
936,Algeciras,julio_2012,2.02
937,Almería,julio_2012,2.62
938,Cádiz,julio_2012,4.04
939,Córdoba,julio_2012,3.08
940,Dos Hermanas,julio_2012,2.26
941,Granada,julio_2012,4.46
942,Huelva,julio_2012,2.74
943,Jaén,julio_2012,3.59
944,Jerez de la Frontera,julio_2012,3.35
945,Marbella,julio_2012,4.48
946,Málaga,julio_2012,3.37
947,Sevilla,julio_2012,3.5
948,Algeciras,agosto_2012,1.8
949,Almería,agosto_2012,2.42
950,Cádiz,agosto_2012,3.98
951,Córdoba,agosto_2012,2.18
952,Dos Hermanas,agosto_2012,1.79
953,Granada,agosto_2012,3.16
954,Huelva,agosto_2012,2.39
955,Jaén,agosto_2012,3.28
956,Jerez de la Frontera,agosto_2012,3.37
957,Marbella,agosto_2012,3.13
958,Málaga,agosto_2012,2.79
959,Sevilla,agosto_2012,2.65
960,Algeciras,septiembre_2012,2.22
961,Almería,septiembre_2012,2.89
962,Cádiz,septiembre_2012,3.62
963,Córdoba,septiembre_2012,2.72
964,Dos Hermanas,septiembre_2012,2.42
965,Granada,septiembre_2012,4.15
966,Huelva,septiembre_2012,2.71
967,Jaén,septiembre_2012,3.5
968,Jerez de la Frontera,septiembre_2012,3.16
969,Marbella,septiembre_2012,3.03
970,Málaga,septiembre_2012,3.28
971,Sevilla,septiembre_2012,3.49
972,Algeciras,octubre_2012,15.62
973,Almería,octubre_2012,14.03
974,Cádiz,octubre_2012,14.07
975,Córdoba,octubre_2012,14.41
976,Dos Hermanas,octubre_2012,14.95
977,Granada,octubre_2012,12.74
978,Huelva,octubre_2012,14.4
979,Jaén,octubre_2012,11.14
980,Jerez de la Frontera,octubre_2012,16.45
981,Marbella,octubre_2012,11.25
982,Málaga,octubre_2012,14.39
983,Sevilla,octubre_2012,12.91
984,Algeciras,noviembre_2012,15.93
985,Almería,noviembre_2012,13.96
986,Cádiz,noviembre_2012,14.5
987,Córdoba,noviembre_2012,14.79
988,Dos Hermanas,noviembre_2012,15.21
989,Granada,noviembre_2012,12.96
990,Huelva,noviembre_2012,14.87
991,Jaén,noviembre_2012,11.45
992,Jerez de la Frontera,noviembre_2012,16.92
993,Marbella,noviembre_2012,11.94
994,Málaga,noviembre_2012,14.91
995,Sevilla,noviembre_2012,13.05
996,Algeciras,diciembre_2012,15.4
997,Almería,diciembre_2012,13.36
998,Cádiz,diciembre_2012,14.2
999,Córdoba,diciembre_2012,14.47
1000,Dos Hermanas,diciembre_2012,15.02
1001,Granada,diciembre_2012,12.45
1002,Huelva,diciembre_2012,14.72
1003,Jaén,diciembre_2012,10.97
1004,Jerez de la Frontera,diciembre_2012,16.63
1005,Marbella,diciembre_2012,12.03
1006,Málaga,diciembre_2012,14.63
1007,Sevilla,diciembre_2012,12.72
1008,Algeciras,enero_2013,15.6
1009,Almería,enero_2013,13.14
1010,Cádiz,enero_2013,14.31
1011,Córdoba,enero_2013,14.79
1012,Dos Hermanas,enero_2013,14.91
1013,Granada,enero_2013,12.6
1014,Huelva,enero_2013,14.59
1015,Jaén,enero_2013,11.2
1016,Jerez de la Frontera,enero_2013,17.17
1017,Marbella,enero_2013,12.01
1018,Málaga,enero_2013,14.79
1019,Sevilla,enero_2013,12.77
1020,Algeciras,febrero_2013,15.96
1021,Almería,febrero_2013,13.7
1022,Cádiz,febrero_2013,14.43
1023,Córdoba,febrero_2013,15.01
1024,Dos Hermanas,febrero_2013,14.96
1025,Granada,febrero_2013,12.91
1026,Huelva,febrero_2013,14.68
1027,Jaén,febrero_2013,11.76
1028,Jerez de la Frontera,febrero_2013,17.57
1029,Marbella,febrero_2013,12.13
1030,Málaga,febrero_2013,15.09
1031,Sevilla,febrero_2013,13.05
1032,Algeciras,marzo_2013,16.18
1033,Almería,marzo_2013,13.94
1034,Cádiz,marzo_2013,14.54
1035,Córdoba,marzo_2013,14.99
1036,Dos Hermanas,marzo_2013,14.91
1037,Granada,marzo_2013,12.88
1038,Huelva,marzo_2013,14.65
1039,Jaén,marzo_2013,11.97
1040,Jerez de la Frontera,marzo_2013,17.36
1041,Marbella,marzo_2013,11.79
1042,Málaga,marzo_2013,15.04
1043,Sevilla,marzo_2013,13.0
1044,Algeciras,abril_2013,15.87
1045,Almería,abril_2013,14.07
1046,Cádiz,abril_2013,14.63
1047,Córdoba,abril_2013,14.84
1048,Dos Hermanas,abril_2013,14.9
1049,Granada,abril_2013,12.77
1050,Huelva,abril_2013,14.03
1051,Jaén,abril_2013,11.88
1052,Jerez de la Frontera,abril_2013,17.07
1053,Marbella,abril_2013,11.7
1054,Málaga,abril_2013,15.01
1055,Sevilla,abril_2013,12.81
1056,Algeciras,mayo_2013,15.52
1057,Almería,mayo_2013,13.89
1058,Cádiz,mayo_2013,14.41
1059,Córdoba,mayo_2013,14.32
1060,Dos Hermanas,mayo_2013,14.89
1061,Granada,mayo_2013,12.35
1062,Huelva,mayo_2013,13.61
1063,Jaén,mayo_2013,11.54
1064,Jerez de la Frontera,mayo_2013,16.6
1065,Marbella,mayo_2013,11.2
1066,Málaga,mayo_2013,14.74
1067,Sevilla,mayo_2013,12.78
1068,Algeciras,junio_2013,15.03
1069,Almería,junio_2013,13.69
1070,Cádiz,junio_2013,14.06
1071,Córdoba,junio_2013,14.02
1072,Dos Hermanas,junio_2013,14.81
1073,Granada,junio_2013,12.04
1074,Huelva,junio_2013,13.44
1075,Jaén,junio_2013,11.09
1076,Jerez de la Frontera,junio_2013,16.38
1077,Marbella,junio_2013,10.45
1078,Málaga,junio_2013,14.31
1079,Sevilla,junio_2013,12.71
1080,Algeciras,julio_2013,14.77
1081,Almería,julio_2013,13.71
1082,Cádiz,julio_2013,13.75
1083,Córdoba,julio_2013,13.83
1084,Dos Hermanas,julio_2013,14.73
1085,Granada,julio_2013,11.9
1086,Huelva,julio_2013,13.59
1087,Jaén,julio_2013,11.13
1088,Jerez de la Frontera,julio_2013,16.16
1089,Marbella,julio_2013,9.86
1090,Málaga,julio_2013,13.97
1091,Sevilla,julio_2013,12.66
1092,Algeciras,agosto_2013,14.5
1093,Almería,agosto_2013,13.67
1094,Cádiz,agosto_2013,13.55
1095,Córdoba,agosto_2013,13.81
1096,Dos Hermanas,agosto_2013,14.66
1097,Granada,agosto_2013,11.82
1098,Huelva,agosto_2013,13.73
1099,Jaén,agosto_2013,11.15
1100,Jerez de la Frontera,agosto_2013,16.16
1101,Marbella,agosto_2013,9.57
1102,Málaga,agosto_2013,13.69
1103,Sevilla,agosto_2013,12.66
1104,Algeciras,septiembre_2013,14.77
1105,Almería,septiembre_2013,13.94
1106,Cádiz,septiembre_2013,13.72
1107,Córdoba,septiembre_2013,13.96
1108,Dos Hermanas,septiembre_2013,14.63
1109,Granada,septiembre_2013,12.09
1110,Huelva,septiembre_2013,13.73
1111,Jaén,septiembre_2013,11.12
1112,Jerez de la Frontera,septiembre_2013,16.7
1113,Marbella,septiembre_2013,9.95
1114,Málaga,septiembre_2013,13.85
1115,Sevilla,septiembre_2013,12.68
1116,Algeciras,octubre_2013,15.23
1117,Almería,octubre_2013,13.63
1118,Cádiz,octubre_2013,14.09
1119,Córdoba,octubre_2013,14.2
1120,Dos Hermanas,octubre_2013,15.07
1121,Granada,octubre_2013,12.4
1122,Huelva,octubre_2013,14.17
1123,Jaén,octubre_2013,11.14
1124,Jerez de la Frontera,octubre_2013,17.2
1125,Marbella,octubre_2013,10.56
1126,Málaga,octubre_2013,14.46
1127,Sevilla,octubre_2013,12.89
1128,Algeciras,noviembre_2013,15.35
1129,Almería,noviembre_2013,13.32
1130,Cádiz,noviembre_2013,14.27
1131,Córdoba,noviembre_2013,14.18
1132,Dos Hermanas,noviembre_2013,15.21
1133,Granada,noviembre_2013,12.25
1134,Huelva,noviembre_2013,14.05
1135,Jaén,noviembre_2013,10.83
1136,Jerez de la Frontera,noviembre_2013,16.87
1137,Marbella,noviembre_2013,11.01
1138,Málaga,noviembre_2013,14.41
1139,Sevilla,noviembre_2013,12.96
1140,Algeciras,diciembre_2013,14.97
1141,Almería,diciembre_2013,13.07
1142,Cádiz,diciembre_2013,14.01
1143,Córdoba,diciembre_2013,13.71
1144,Dos Hermanas,diciembre_2013,15.01
1145,Granada,diciembre_2013,11.72
1146,Huelva,diciembre_2013,13.91
1147,Jaén,diciembre_2013,10.04
1148,Jerez de la Frontera,diciembre_2013,16.52
1149,Marbella,diciembre_2013,11.03
1150,Málaga,diciembre_2013,14.16
1151,Sevilla,diciembre_2013,12.62
1152,Algeciras,enero_2014,15.23
1153,Almería,enero_2014,13.28
1154,Cádiz,enero_2014,14.38
1155,Córdoba,enero_2014,14.19
1156,Dos Hermanas,enero_2014,15.19
1157,Granada,enero_2014,11.89
1158,Huelva,enero_2014,14.32
1159,Jaén,enero_2014,10.42
1160,Jerez de la Frontera,enero_2014,16.89
1161,Marbella,enero_2014,11.47
1162,Málaga,enero_2014,14.59
1163,Sevilla,enero_2014,13.04
1164,Algeciras,febrero_2014,15.51
1165,Almería,febrero_2014,13.45
1166,Cádiz,febrero_2014,14.3
1167,Córdoba,febrero_2014,14.2
1168,Dos Hermanas,febrero_2014,15.08
1169,Granada,febrero_2014,12.01
1170,Huelva,febrero_2014,14.4
1171,Jaén,febrero_2014,10.74
1172,Jerez de la Frontera,febrero_2014,17.11
1173,Marbella,febrero_2014,11.86
1174,Málaga,febrero_2014,14.83
1175,Sevilla,febrero_2014,13.16
1176,Algeciras,marzo_2014,15.65
1177,Almería,marzo_2014,13.58
1178,Cádiz,marzo_2014,14.86
1179,Córdoba,marzo_2014,14.25
1180,Dos Hermanas,marzo_2014,15.04
1181,Granada,marzo_2014,12.17
1182,Huelva,marzo_2014,14.27
1183,Jaén,marzo_2014,11.3
1184,Jerez de la Frontera,marzo_2014,16.94
1185,Marbella,marzo_2014,11.65
1186,Málaga,marzo_2014,14.86
1187,Sevilla,marzo_2014,13.2
1188,Algeciras,abril_2014,15.17
1189,Almería,abril_2014,13.32
1190,Cádiz,abril_2014,14.44
1191,Córdoba,abril_2014,13.99
1192,Dos Hermanas,abril_2014,14.64
1193,Granada,abril_2014,11.98
1194,Huelva,abril_2014,13.76
1195,Jaén,abril_2014,11.22
1196,Jerez de la Frontera,abril_2014,16.44
1197,Marbella,abril_2014,10.88
1198,Málaga,abril_2014,14.45
1199,Sevilla,abril_2014,12.86
1200,Algeciras,mayo_2014,14.58
1201,Almería,mayo_2014,13.45
1202,Cádiz,mayo_2014,14.31
1203,Córdoba,mayo_2014,13.67
1204,Dos Hermanas,mayo_2014,14.51
1205,Granada,mayo_2014,11.84
1206,Huelva,mayo_2014,13.56
1207,Jaén,mayo_2014,11.12
1208,Jerez de la Frontera,mayo_2014,16.08
1209,Marbella,mayo_2014,10.35
1210,Málaga,mayo_2014,14.17
1211,Sevilla,mayo_2014,12.63
1212,Algeciras,junio_2014,13.91
1213,Almería,junio_2014,13.36
1214,Cádiz,junio_2014,13.83
1215,Córdoba,junio_2014,13.51
1216,Dos Hermanas,junio_2014,14.36
1217,Granada,junio_2014,11.46
1218,Huelva,junio_2014,13.17
1219,Jaén,junio_2014,10.51
1220,Jerez de la Frontera,junio_2014,15.78
1221,Marbella,junio_2014,9.76
1222,Málaga,junio_2014,13.76
1223,Sevilla,junio_2014,12.54
1224,Algeciras,julio_2014,13.4
1225,Almería,julio_2014,13.41
1226,Cádiz,julio_2014,13.33
1227,Córdoba,julio_2014,13.49
1228,Dos Hermanas,julio_2014,14.19
1229,Granada,julio_2014,11.41
1230,Huelva,julio_2014,13.18
1231,Jaén,julio_2014,10.35
1232,Jerez de la Frontera,julio_2014,15.82
1233,Marbella,julio_2014,9.34
1234,Málaga,julio_2014,13.48
1235,Sevilla,julio_2014,12.49
1236,Algeciras,agosto_2014,13.18
1237,Almería,agosto_2014,13.33
1238,Cádiz,agosto_2014,13.26
1239,Córdoba,agosto_2014,13.54
1240,Dos Hermanas,agosto_2014,14.29
1241,Granada,agosto_2014,11.31
1242,Huelva,agosto_2014,13.32
1243,Jaén,agosto_2014,10.47
1244,Jerez de la Frontera,agosto_2014,15.54
1245,Marbella,agosto_2014,9.15
1246,Málaga,agosto_2014,13.3
1247,Sevilla,agosto_2014,12.53
1248,Algeciras,septiembre_2014,13.52
1249,Almería,septiembre_2014,13.64
1250,Cádiz,septiembre_2014,13.69
1251,Córdoba,septiembre_2014,13.69
1252,Dos Hermanas,septiembre_2014,14.52
1253,Granada,septiembre_2014,11.61
1254,Huelva,septiembre_2014,13.75
1255,Jaén,septiembre_2014,10.83
1256,Jerez de la Frontera,septiembre_2014,15.92
1257,Marbella,septiembre_2014,9.72
1258,Málaga,septiembre_2014,13.43
1259,Sevilla,septiembre_2014,12.7
1260,Algeciras,octubre_2014,14.15
1261,Almería,octubre_2014,13.53
1262,Cádiz,octubre_2014,14.03
1263,Córdoba,octubre_2014,13.8
1264,Dos Hermanas,octubre_2014,14.48
1265,Granada,octubre_2014,11.99
1266,Huelva,octubre_2014,13.97
1267,Jaén,octubre_2014,11.15
1268,Jerez de la Frontera,octubre_2014,16.17
1269,Marbella,octubre_2014,10.17
1270,Málaga,octubre_2014,13.94
1271,Sevilla,octubre_2014,12.85
1272,Algeciras,noviembre_2014,14.48
1273,Almería,noviembre_2014,13.13
1274,Cádiz,noviembre_2014,14.26
1275,Córdoba,noviembre_2014,13.8
1276,Dos Hermanas,noviembre_2014,14.46
1277,Granada,noviembre_2014,12.0
1278,Huelva,noviembre_2014,14.24
1279,Jaén,noviembre_2014,10.77
1280,Jerez de la Frontera,noviembre_2014,16.18
1281,Marbella,noviembre_2014,10.64
1282,Málaga,noviembre_2014,13.97
1283,Sevilla,noviembre_2014,12.77
1284,Algeciras,diciembre_2014,13.9
1285,Almería,diciembre_2014,12.73
1286,Cádiz,diciembre_2014,13.87
1287,Córdoba,diciembre_2014,13.35
1288,Dos Hermanas,diciembre_2014,14.26
1289,Granada,diciembre_2014,11.45
1290,Huelva,diciembre_2014,13.87
1291,Jaén,diciembre_2014,10.28
1292,Jerez de la Frontera,diciembre_2014,15.98
1293,Marbella,diciembre_2014,10.64
1294,Málaga,diciembre_2014,13.66
1295,Sevilla,diciembre_2014,12.4
1296,Algeciras,enero_2015,14.28
1297,Almería,enero_2015,12.91
1298,Cádiz,enero_2015,14.2
1299,Córdoba,enero_2015,13.66
1300,Dos Hermanas,enero_2015,14.26
1301,Granada,enero_2015,11.73
1302,Huelva,enero_2015,14.09
1303,Jaén,enero_2015,10.79
1304,Jerez de la Frontera,enero_2015,16.34
1305,Marbella,enero_2015,10.93
1306,Málaga,enero_2015,13.79
1307,Sevilla,enero_2015,12.68
1308,Algeciras,febrero_2015,14.44
1309,Almería,febrero_2015,12.84
1310,Cádiz,febrero_2015,13.99
1311,Córdoba,febrero_2015,13.61
1312,Dos Hermanas,febrero_2015,14.37
1313,Granada,febrero_2015,11.85
1314,Huelva,febrero_2015,14.23
1315,Jaén,febrero_2015,10.9
1316,Jerez de la Frontera,febrero_2015,16.42
1317,Marbella,febrero_2015,11.08
1318,Málaga,febrero_2015,13.73
1319,Sevilla,febrero_2015,12.7
1320,Algeciras,marzo_2015,14.38
1321,Almería,marzo_2015,12.76
1322,Cádiz,marzo_2015,13.94
1323,Córdoba,marzo_2015,13.47
1324,Dos Hermanas,marzo_2015,14.18
1325,Granada,marzo_2015,11.83
1326,Huelva,marzo_2015,14.04
1327,Jaén,marzo_2015,10.71
1328,Jerez de la Frontera,marzo_2015,16.11
1329,Marbella,marzo_2015,10.51
1330,Málaga,marzo_2015,13.43
1331,Sevilla,marzo_2015,12.54
1332,Algeciras,abril_2015,14.19
1333,Almería,abril_2015,12.64
1334,Cádiz,abril_2015,13.95
1335,Córdoba,abril_2015,13.31
1336,Dos Hermanas,abril_2015,13.97
1337,Granada,abril_2015,11.67
1338,Huelva,abril_2015,13.5
1339,Jaén,abril_2015,10.85
1340,Jerez de la Frontera,abril_2015,15.83
1341,Marbella,abril_2015,10.18
1342,Málaga,abril_2015,13.31
1343,Sevilla,abril_2015,12.28
1344,Algeciras,mayo_2015,13.73
1345,Almería,mayo_2015,12.7
1346,Cádiz,mayo_2015,13.96
1347,Córdoba,mayo_2015,13.18
1348,Dos Hermanas,mayo_2015,13.86
1349,Granada,mayo_2015,11.58
1350,Huelva,mayo_2015,12.91
1351,Jaén,mayo_2015,10.87
1352,Jerez de la Frontera,mayo_2015,15.53
1353,Marbella,mayo_2015,9.72
1354,Málaga,mayo_2015,13.11
1355,Sevilla,mayo_2015,12.35
1356,Algeciras,junio_2015,13.31
1357,Almería,junio_2015,12.87
1358,Cádiz,junio_2015,13.8
1359,Córdoba,junio_2015,13.08
1360,Dos Hermanas,junio_2015,13.78
1361,Granada,junio_2015,11.3
1362,Huelva,junio_2015,12.76
1363,Jaén,junio_2015,10.56
