,Municipio,variable,value
1364,Jerez de la Frontera,junio_2015,15.53
1365,Marbella,junio_2015,9.31
1366,Málaga,junio_2015,12.88
1367,Sevilla,junio_2015,12.17
1368,Algeciras,julio_2015,12.75
1369,Almería,julio_2015,12.7
1370,Cádiz,julio_2015,13.14
1371,Córdoba,julio_2015,12.88
1372,Dos Hermanas,julio_2015,13.59
1373,Granada,julio_2015,11.01
1374,Huelva,julio_2015,12.39
1375,Jaén,julio_2015,10.44
1376,Jerez de la Frontera,julio_2015,15.17
1377,Marbella,julio_2015,8.6
1378,Málaga,julio_2015,12.49
1379,Sevilla,julio_2015,12.09
1380,Algeciras,agosto_2015,12.6
1381,Almería,agosto_2015,12.62
1382,Cádiz,agosto_2015,13.1
1383,Córdoba,agosto_2015,13.1
1384,Dos Hermanas,agosto_2015,13.69
1385,Granada,agosto_2015,11.03
1386,Huelva,agosto_2015,12.43
1387,Jaén,agosto_2015,10.45
1388,Jerez de la Frontera,agosto_2015,15.09
1389,Marbella,agosto_2015,8.43
1390,Málaga,agosto_2015,12.3
1391,Sevilla,agosto_2015,12.12
1392,Algeciras,septiembre_2015,13.15
1393,Almería,septiembre_2015,12.86
1394,Cádiz,septiembre_2015,13.55
1395,Córdoba,septiembre_2015,13.16
1396,Dos Hermanas,septiembre_2015,13.71
1397,Granada,septiembre_2015,11.35
1398,Huelva,septiembre_2015,12.65
1399,Jaén,septiembre_2015,10.74
1400,Jerez de la Frontera,septiembre_2015,15.5
1401,Marbella,septiembre_2015,9.0
1402,Málaga,septiembre_2015,12.6
1403,Sevilla,septiembre_2015,12.18
1404,Algeciras,octubre_2015,13.67
1405,Almería,octubre_2015,12.54
1406,Cádiz,octubre_2015,13.89
1407,Córdoba,octubre_2015,13.26
1408,Dos Hermanas,octubre_2015,13.79
1409,Granada,octubre_2015,11.48
1410,Huelva,octubre_2015,13.15
1411,Jaén,octubre_2015,10.62
1412,Jerez de la Frontera,octubre_2015,15.79
1413,Marbella,octubre_2015,9.42
1414,Málaga,octubre_2015,12.87
1415,Sevilla,octubre_2015,12.17
1416,Algeciras,noviembre_2015,13.74
1417,Almería,noviembre_2015,12.06
1418,Cádiz,noviembre_2015,13.79
1419,Córdoba,noviembre_2015,12.98
1420,Dos Hermanas,noviembre_2015,13.7
1421,Granada,noviembre_2015,11.45
1422,Huelva,noviembre_2015,13.14
1423,Jaén,noviembre_2015,10.06
1424,Jerez de la Frontera,noviembre_2015,15.79
1425,Marbella,noviembre_2015,9.77
1426,Málaga,noviembre_2015,13.0
1427,Sevilla,noviembre_2015,12.04
1428,Algeciras,diciembre_2015,13.45
1429,Almería,diciembre_2015,11.64
1430,Cádiz,diciembre_2015,13.31
1431,Córdoba,diciembre_2015,12.63
1432,Dos Hermanas,diciembre_2015,13.56
1433,Granada,diciembre_2015,10.97
1434,Huelva,diciembre_2015,12.7
1435,Jaén,diciembre_2015,9.35
1436,Jerez de la Frontera,diciembre_2015,15.47
1437,Marbella,diciembre_2015,9.84
1438,Málaga,diciembre_2015,12.57
1439,Sevilla,diciembre_2015,11.8
1440,Algeciras,enero_2016,13.16
1441,Almería,enero_2016,11.52
1442,Cádiz,enero_2016,13.64
1443,Córdoba,enero_2016,12.92
1444,Dos Hermanas,enero_2016,13.56
1445,Granada,enero_2016,11.09
1446,Huelva,enero_2016,12.47
1447,Jaén,enero_2016,9.74
1448,Jerez de la Frontera,enero_2016,15.66
1449,Marbella,enero_2016,9.95
1450,Málaga,enero_2016,12.62
1451,Sevilla,enero_2016,12.08
1452,Algeciras,febrero_2016,13.21
1453,Almería,febrero_2016,11.74
1454,Cádiz,febrero_2016,13.61
1455,Córdoba,febrero_2016,13.06
1456,Dos Hermanas,febrero_2016,13.7
1457,Granada,febrero_2016,11.22
1458,Huelva,febrero_2016,12.43
1459,Jaén,febrero_2016,10.22
1460,Jerez de la Frontera,febrero_2016,15.59
1461,Marbella,febrero_2016,9.98
1462,Málaga,febrero_2016,12.68
1463,Sevilla,febrero_2016,12.3
1464,Algeciras,marzo_2016,13.15
1465,Almería,marzo_2016,11.76
1466,Cádiz,marzo_2016,13.75
1467,Córdoba,marzo_2016,13.37
1468,Dos Hermanas,marzo_2016,13.52
1469,Granada,marzo_2016,11.24
1470,Huelva,marzo_2016,12.34
1471,Jaén,marzo_2016,10.33
1472,Jerez de la Frontera,marzo_2016,15.57
1473,Marbella,marzo_2016,9.34
1474,Málaga,marzo_2016,12.58
1475,Sevilla,marzo_2016,12.16
1476,Algeciras,abril_2016,13.02
1477,Almería,abril_2016,11.91
1478,Cádiz,abril_2016,13.53
1479,Córdoba,abril_2016,13.04
1480,Dos Hermanas,abril_2016,13.3
1481,Granada,abril_2016,11.11
1482,Huelva,abril_2016,12.05
1483,Jaén,abril_2016,10.21
1484,Jerez de la Frontera,abril_2016,15.2
1485,Marbella,abril_2016,9.22
1486,Málaga,abril_2016,12.5
1487,Sevilla,abril_2016,12.03
1488,Algeciras,mayo_2016,12.75
1489,Almería,mayo_2016,11.75
1490,Cádiz,mayo_2016,13.33
1491,Córdoba,mayo_2016,12.67
1492,Dos Hermanas,mayo_2016,13.29
1493,Granada,mayo_2016,10.8
1494,Huelva,mayo_2016,12.0
1495,Jaén,mayo_2016,10.03
1496,Jerez de la Frontera,mayo_2016,14.92
1497,Marbella,mayo_2016,8.87
1498,Málaga,mayo_2016,12.25
1499,Sevilla,mayo_2016,11.85
1500,Algeciras,junio_2016,12.12
1501,Almería,junio_2016,11.81
1502,Cádiz,junio_2016,12.85
1503,Córdoba,junio_2016,12.3
1504,Dos Hermanas,junio_2016,13.06
1505,Granada,junio_2016,10.58
1506,Huelva,junio_2016,11.92
1507,Jaén,junio_2016,9.74
1508,Jerez de la Frontera,junio_2016,14.66
1509,Marbella,junio_2016,8.15
1510,Málaga,junio_2016,11.84
1511,Sevilla,junio_2016,11.69
1512,Algeciras,julio_2016,11.38
1513,Almería,julio_2016,11.57
1514,Cádiz,julio_2016,12.1
1515,Córdoba,julio_2016,12.12
1516,Dos Hermanas,julio_2016,12.68
1517,Granada,julio_2016,10.36
1518,Huelva,julio_2016,11.56
1519,Jaén,julio_2016,9.44
1520,Jerez de la Frontera,julio_2016,14.3
1521,Marbella,julio_2016,7.77
1522,Málaga,julio_2016,11.51
1523,Sevilla,julio_2016,11.51
1524,Algeciras,agosto_2016,11.49
1525,Almería,agosto_2016,11.4
1526,Cádiz,agosto_2016,12.02
1527,Córdoba,agosto_2016,12.26
1528,Dos Hermanas,agosto_2016,12.61
1529,Granada,agosto_2016,10.42
1530,Huelva,agosto_2016,11.54
1531,Jaén,agosto_2016,9.43
1532,Jerez de la Frontera,agosto_2016,14.22
1533,Marbella,agosto_2016,7.64
1534,Málaga,agosto_2016,11.4
1535,Sevilla,agosto_2016,11.6
1536,Algeciras,septiembre_2016,11.67
1537,Almería,septiembre_2016,11.67
1538,Cádiz,septiembre_2016,12.41
1539,Córdoba,septiembre_2016,12.28
1540,Dos Hermanas,septiembre_2016,12.66
1541,Granada,septiembre_2016,10.54
1542,Huelva,septiembre_2016,11.82
1543,Jaén,septiembre_2016,9.52
1544,Jerez de la Frontera,septiembre_2016,14.69
1545,Marbella,septiembre_2016,8.05
1546,Málaga,septiembre_2016,11.59
1547,Sevilla,septiembre_2016,11.62
1548,Algeciras,octubre_2016,12.46
1549,Almería,octubre_2016,11.36
1550,Cádiz,octubre_2016,12.7
1551,Córdoba,octubre_2016,12.23
1552,Dos Hermanas,octubre_2016,12.73
1553,Granada,octubre_2016,10.7
1554,Huelva,octubre_2016,12.21
1555,Jaén,octubre_2016,9.55
1556,Jerez de la Frontera,octubre_2016,14.82
1557,Marbella,octubre_2016,8.59
1558,Málaga,octubre_2016,11.84
1559,Sevilla,octubre_2016,11.67
1560,Algeciras,noviembre_2016,12.6
1561,Almería,noviembre_2016,11.07
1562,Cádiz,noviembre_2016,12.84
1563,Córdoba,noviembre_2016,12.09
1564,Dos Hermanas,noviembre_2016,12.74
1565,Granada,noviembre_2016,10.69
1566,Huelva,noviembre_2016,12.16
1567,Jaén,noviembre_2016,9.35
1568,Jerez de la Frontera,noviembre_2016,15.01
1569,Marbella,noviembre_2016,9.1
1570,Málaga,noviembre_2016,11.95
1571,Sevilla,noviembre_2016,11.59
1572,Algeciras,diciembre_2016,12.41
1573,Almería,diciembre_2016,10.62
1574,Cádiz,diciembre_2016,12.51
1575,Córdoba,diciembre_2016,11.65
1576,Dos Hermanas,diciembre_2016,12.36
1577,Granada,diciembre_2016,10.12
1578,Huelva,diciembre_2016,11.82
1579,Jaén,diciembre_2016,8.38
1580,Jerez de la Frontera,diciembre_2016,14.66
1581,Marbella,diciembre_2016,9.16
1582,Málaga,diciembre_2016,11.65
1583,Sevilla,diciembre_2016,11.24
1584,Algeciras,enero_2017,12.36
1585,Almería,enero_2017,10.64
1586,Cádiz,enero_2017,12.86
1587,Córdoba,enero_2017,11.91
1588,Dos Hermanas,enero_2017,12.37
1589,Granada,enero_2017,10.43
1590,Huelva,enero_2017,11.76
1591,Jaén,enero_2017,8.67
1592,Jerez de la Frontera,enero_2017,14.79
1593,Marbella,enero_2017,9.41
1594,Málaga,enero_2017,11.73
1595,Sevilla,enero_2017,11.41
1596,Algeciras,febrero_2017,12.56
1597,Almería,febrero_2017,10.66
1598,Cádiz,febrero_2017,12.42
1599,Córdoba,febrero_2017,11.93
1600,Dos Hermanas,febrero_2017,12.44
1601,Granada,febrero_2017,10.39
1602,Huelva,febrero_2017,11.73
1603,Jaén,febrero_2017,9.1
1604,Jerez de la Frontera,febrero_2017,14.68
1605,Marbella,febrero_2017,9.48
1606,Málaga,febrero_2017,11.7
1607,Sevilla,febrero_2017,11.4
1608,Algeciras,marzo_2017,12.54
1609,Almería,marzo_2017,10.59
1610,Cádiz,marzo_2017,12.63
1611,Córdoba,marzo_2017,11.84
1612,Dos Hermanas,marzo_2017,12.41
1613,Granada,marzo_2017,10.25
1614,Huelva,marzo_2017,11.44
1615,Jaén,marzo_2017,9.25
1616,Jerez de la Frontera,marzo_2017,14.52
1617,Marbella,marzo_2017,9.21
1618,Málaga,marzo_2017,11.56
1619,Sevilla,marzo_2017,11.26
1620,Algeciras,abril_2017,12.19
1621,Almería,abril_2017,10.35
1622,Cádiz,abril_2017,12.33
1623,Córdoba,abril_2017,11.56
1624,Dos Hermanas,abril_2017,12.03
1625,Granada,abril_2017,10.06
1626,Huelva,abril_2017,10.69
1627,Jaén,abril_2017,8.99
1628,Jerez de la Frontera,abril_2017,14.12
1629,Marbella,abril_2017,8.38
1630,Málaga,abril_2017,11.22
1631,Sevilla,abril_2017,10.9
1632,Algeciras,mayo_2017,11.82
1633,Almería,mayo_2017,10.21
1634,Cádiz,mayo_2017,11.85
1635,Córdoba,mayo_2017,11.33
1636,Dos Hermanas,mayo_2017,11.77
1637,Granada,mayo_2017,9.92
1638,Huelva,mayo_2017,10.32
1639,Jaén,mayo_2017,8.68
1640,Jerez de la Frontera,mayo_2017,13.47
1641,Marbella,mayo_2017,7.91
1642,Málaga,mayo_2017,10.93
1643,Sevilla,mayo_2017,10.74
1644,Algeciras,junio_2017,11.08
1645,Almería,junio_2017,10.22
1646,Cádiz,junio_2017,11.3
1647,Córdoba,junio_2017,11.13
1648,Dos Hermanas,junio_2017,11.58
1649,Granada,junio_2017,9.58
1650,Huelva,junio_2017,10.48
1651,Jaén,junio_2017,8.47
1652,Jerez de la Frontera,junio_2017,13.03
1653,Marbella,junio_2017,7.28
1654,Málaga,junio_2017,10.59
1655,Sevilla,junio_2017,10.54
1656,Algeciras,julio_2017,10.77
1657,Almería,julio_2017,10.36
1658,Cádiz,julio_2017,10.89
1659,Córdoba,julio_2017,11.11
1660,Dos Hermanas,julio_2017,11.32
1661,Granada,julio_2017,9.65
1662,Huelva,julio_2017,10.72
1663,Jaén,julio_2017,8.43
1664,Jerez de la Frontera,julio_2017,13.01
1665,Marbella,julio_2017,6.94
1666,Málaga,julio_2017,10.39
1667,Sevilla,julio_2017,10.5
1668,Algeciras,agosto_2017,11.09
1669,Almería,agosto_2017,10.59
1670,Cádiz,agosto_2017,11.06
1671,Córdoba,agosto_2017,11.34
1672,Dos Hermanas,agosto_2017,11.74
1673,Granada,agosto_2017,9.92
1674,Huelva,agosto_2017,11.16
1675,Jaén,agosto_2017,8.64
1676,Jerez de la Frontera,agosto_2017,13.14
1677,Marbella,agosto_2017,6.95
1678,Málaga,agosto_2017,10.56
1679,Sevilla,agosto_2017,10.73
1680,Algeciras,septiembre_2017,11.53
1681,Almería,septiembre_2017,10.78
1682,Cádiz,septiembre_2017,11.38
1683,Córdoba,septiembre_2017,11.3
1684,Dos Hermanas,septiembre_2017,11.85
1685,Granada,septiembre_2017,10.09
1686,Huelva,septiembre_2017,11.42
1687,Jaén,septiembre_2017,8.88
1688,Jerez de la Frontera,septiembre_2017,13.42
1689,Marbella,septiembre_2017,7.44
1690,Málaga,septiembre_2017,10.65
1691,Sevilla,septiembre_2017,10.77
1692,Algeciras,octubre_2017,11.82
1693,Almería,octubre_2017,10.61
1694,Cádiz,octubre_2017,11.66
1695,Córdoba,octubre_2017,11.38
1696,Dos Hermanas,octubre_2017,11.96
1697,Granada,octubre_2017,10.25
1698,Huelva,octubre_2017,11.65
1699,Jaén,octubre_2017,8.98
1700,Jerez de la Frontera,octubre_2017,13.67
1701,Marbella,octubre_2017,8.03
1702,Málaga,octubre_2017,10.9
1703,Sevilla,octubre_2017,10.89
1704,Algeciras,noviembre_2017,11.88
1705,Almería,noviembre_2017,10.18
1706,Cádiz,noviembre_2017,11.63
1707,Córdoba,noviembre_2017,11.16
1708,Dos Hermanas,noviembre_2017,11.84
1709,Granada,noviembre_2017,10.24
1710,Huelva,noviembre_2017,11.84
1711,Jaén,noviembre_2017,8.56
1712,Jerez de la Frontera,noviembre_2017,13.68
1713,Marbella,noviembre_2017,8.59
1714,Málaga,noviembre_2017,10.99
1715,Sevilla,noviembre_2017,10.76
1716,Algeciras,diciembre_2017,11.6
1717,Almería,diciembre_2017,9.82
1718,Cádiz,diciembre_2017,11.36
1719,Córdoba,diciembre_2017,10.71
1720,Dos Hermanas,diciembre_2017,11.58
1721,Granada,diciembre_2017,9.76
1722,Huelva,diciembre_2017,11.66
1723,Jaén,diciembre_2017,7.79
1724,Jerez de la Frontera,diciembre_2017,13.46
1725,Marbella,diciembre_2017,8.81
1726,Málaga,diciembre_2017,10.85
1727,Sevilla,diciembre_2017,10.54
1728,Algeciras,enero_2018,11.81
1729,Almería,enero_2018,13.05
1730,Cádiz,enero_2018,11.76
1731,Córdoba,enero_2018,11.05
1732,Dos Hermanas,enero_2018,11.66
1733,Granada,enero_2018,10.05
1734,Huelva,enero_2018,11.69
1735,Jaén,enero_2018,8.21
1736,Jerez de la Frontera,enero_2018,13.72
1737,Marbella,enero_2018,9.07
1738,Málaga,enero_2018,10.92
1739,Sevilla,enero_2018,10.65
1740,Algeciras,febrero_2018,11.96
1741,Almería,febrero_2018,9.77
1742,Cádiz,febrero_2018,11.68
1743,Córdoba,febrero_2018,11.11
1744,Dos Hermanas,febrero_2018,11.63
1745,Granada,febrero_2018,10.17
1746,Huelva,febrero_2018,11.52
1747,Jaén,febrero_2018,8.54
1748,Jerez de la Frontera,febrero_2018,13.73
1749,Marbella,febrero_2018,8.94
1750,Málaga,febrero_2018,11.03
1751,Sevilla,febrero_2018,10.72
1752,Algeciras,marzo_2018,12.02
1753,Almería,marzo_2018,9.73
1754,Cádiz,marzo_2018,11.7
1755,Córdoba,marzo_2018,11.1
1756,Dos Hermanas,marzo_2018,11.69
1757,Granada,marzo_2018,10.04
1758,Huelva,marzo_2018,11.14
1759,Jaén,marzo_2018,8.68
1760,Jerez de la Frontera,marzo_2018,13.58
1761,Marbella,marzo_2018,8.28
1762,Málaga,marzo_2018,10.9
1763,Sevilla,marzo_2018,10.63
1764,Algeciras,abril_2018,11.83
1765,Almería,abril_2018,9.76
1766,Cádiz,abril_2018,11.52
1767,Córdoba,abril_2018,10.86
1768,Dos Hermanas,abril_2018,11.31
1769,Granada,abril_2018,9.95
1770,Huelva,abril_2018,10.57
1771,Jaén,abril_2018,8.6
1772,Jerez de la Frontera,abril_2018,13.1
1773,Marbella,abril_2018,7.77
1774,Málaga,abril_2018,10.74
1775,Sevilla,abril_2018,10.42
1776,Algeciras,mayo_2018,11.66
1777,Almería,mayo_2018,9.87
1778,Cádiz,mayo_2018,11.28
1779,Córdoba,mayo_2018,10.65
1780,Dos Hermanas,mayo_2018,11.25
1781,Granada,mayo_2018,9.7
1782,Huelva,mayo_2018,10.54
1783,Jaén,mayo_2018,8.48
1784,Jerez de la Frontera,mayo_2018,12.86
1785,Marbella,mayo_2018,7.37
1786,Málaga,mayo_2018,10.43
1787,Sevilla,mayo_2018,10.37
1788,Algeciras,junio_2018,10.81
1789,Almería,junio_2018,9.83
1790,Cádiz,junio_2018,10.86
1791,Córdoba,junio_2018,10.56
1792,Dos Hermanas,junio_2018,11.05
1793,Granada,junio_2018,9.63
1794,Huelva,junio_2018,10.54
1795,Jaén,junio_2018,8.26
1796,Jerez de la Frontera,junio_2018,12.62
1797,Marbella,junio_2018,6.8
1798,Málaga,junio_2018,10.09
1799,Sevilla,junio_2018,10.18
1800,Algeciras,julio_2018,10.51
1801,Almería,julio_2018,9.89
1802,Cádiz,julio_2018,10.52
1803,Córdoba,julio_2018,10.61
1804,Dos Hermanas,julio_2018,10.95
1805,Granada,julio_2018,9.54
1806,Huelva,julio_2018,10.52
1807,Jaén,julio_2018,8.29
1808,Jerez de la Frontera,julio_2018,12.39
1809,Marbella,julio_2018,6.56
1810,Málaga,julio_2018,9.99
1811,Sevilla,julio_2018,10.15
1812,Algeciras,agosto_2018,10.45
1813,Almería,agosto_2018,9.94
1814,Cádiz,agosto_2018,10.52
1815,Córdoba,agosto_2018,10.75
1816,Dos Hermanas,agosto_2018,11.11
1817,Granada,agosto_2018,9.66
1818,Huelva,agosto_2018,10.69
1819,Jaén,agosto_2018,8.34
1820,Jerez de la Frontera,agosto_2018,12.52
1821,Marbella,agosto_2018,6.57
1822,Málaga,agosto_2018,10.15
1823,Sevilla,agosto_2018,10.23
1824,Algeciras,septiembre_2018,10.89
1825,Almería,septiembre_2018,10.02
1826,Cádiz,septiembre_2018,10.9
1827,Córdoba,septiembre_2018,10.9
1828,Dos Hermanas,septiembre_2018,11.14
1829,Granada,septiembre_2018,9.81
1830,Huelva,septiembre_2018,11.22
1831,Jaén,septiembre_2018,8.51
1832,Jerez de la Frontera,septiembre_2018,12.85
1833,Marbella,septiembre_2018,7.05
1834,Málaga,septiembre_2018,10.28
1835,Sevilla,septiembre_2018,10.27
1836,Algeciras,octubre_2018,11.36
1837,Almería,octubre_2018,9.8
1838,Cádiz,octubre_2018,11.16
1839,Córdoba,octubre_2018,10.84
1840,Dos Hermanas,octubre_2018,11.22
1841,Granada,octubre_2018,10.15
1842,Huelva,octubre_2018,11.24
1843,Jaén,octubre_2018,8.64
1844,Jerez de la Frontera,octubre_2018,13.2
1845,Marbella,octubre_2018,7.57
1846,Málaga,octubre_2018,10.64
1847,Sevilla,octubre_2018,10.28
1848,Algeciras,noviembre_2018,11.36
1849,Almería,noviembre_2018,9.53
1850,Cádiz,noviembre_2018,11.25
1851,Córdoba,noviembre_2018,10.55
1852,Dos Hermanas,noviembre_2018,10.95
1853,Granada,noviembre_2018,10.04
1854,Huelva,noviembre_2018,11.39
1855,Jaén,noviembre_2018,8.23
1856,Jerez de la Frontera,noviembre_2018,13.31
1857,Marbella,noviembre_2018,8.1
1858,Málaga,noviembre_2018,10.62
1859,Sevilla,noviembre_2018,10.11
1860,Algeciras,diciembre_2018,11.09
1861,Almería,diciembre_2018,9.24
1862,Cádiz,diciembre_2018,10.95
1863,Córdoba,diciembre_2018,10.25
1864,Dos Hermanas,diciembre_2018,10.85
1865,Granada,diciembre_2018,9.66
1866,Huelva,diciembre_2018,11.26
1867,Jaén,diciembre_2018,7.51
1868,Jerez de la Frontera,diciembre_2018,13.15
1869,Marbella,diciembre_2018,8.27
1870,Málaga,diciembre_2018,10.48
1871,Sevilla,diciembre_2018,9.94
1872,Algeciras,enero_2019,11.21
1873,Almería,enero_2019,9.35
1874,Cádiz,enero_2019,11.5
1875,Córdoba,enero_2019,10.69
1876,Dos Hermanas,enero_2019,11.02
1877,Granada,enero_2019,9.94
1878,Huelva,enero_2019,11.46
1879,Jaén,enero_2019,7.96
1880,Jerez de la Frontera,enero_2019,13.44
1881,Marbella,enero_2019,8.56
1882,Málaga,enero_2019,10.72
1883,Sevilla,enero_2019,10.2
1884,Algeciras,febrero_2019,11.33
1885,Almería,febrero_2019,9.4
1886,Cádiz,febrero_2019,11.3
1887,Córdoba,febrero_2019,10.8
1888,Dos Hermanas,febrero_2019,10.93
1889,Granada,febrero_2019,9.99
1890,Huelva,febrero_2019,11.24
1891,Jaén,febrero_2019,8.32
1892,Jerez de la Frontera,febrero_2019,13.39
1893,Marbella,febrero_2019,8.54
1894,Málaga,febrero_2019,10.7
1895,Sevilla,febrero_2019,10.22
1896,Algeciras,marzo_2019,11.36
1897,Almería,marzo_2019,9.47
1898,Cádiz,marzo_2019,11.16
1899,Córdoba,marzo_2019,10.78
1900,Dos Hermanas,marzo_2019,10.99
1901,Granada,marzo_2019,10.03
1902,Huelva,marzo_2019,10.73
1903,Jaén,marzo_2019,8.48
1904,Jerez de la Frontera,marzo_2019,13.35
1905,Marbella,marzo_2019,8.29
1906,Málaga,marzo_2019,10.61
1907,Sevilla,marzo_2019,10.21
1908,Algeciras,abril_2019,11.12
1909,Almería,abril_2019,9.32
1910,Cádiz,abril_2019,11.0
1911,Córdoba,abril_2019,10.55
1912,Dos Hermanas,abril_2019,10.7
1913,Granada,abril_2019,9.76
1914,Huelva,abril_2019,10.13
1915,Jaén,abril_2019,8.33
1916,Jerez de la Frontera,abril_2019,12.85
1917,Marbella,abril_2019,7.6
1918,Málaga,abril_2019,10.27
1919,Sevilla,abril_2019,9.95
1920,Algeciras,mayo_2019,10.85
1921,Almería,mayo_2019,9.43
1922,Cádiz,mayo_2019,10.86
1923,Córdoba,mayo_2019,10.25
1924,Dos Hermanas,mayo_2019,10.47
1925,Granada,mayo_2019,9.56
1926,Huelva,mayo_2019,10.21
1927,Jaén,mayo_2019,8.12
1928,Jerez de la Frontera,mayo_2019,12.52
1929,Marbella,mayo_2019,7.04
1930,Málaga,mayo_2019,10.05
1931,Sevilla,mayo_2019,9.74
1932,Algeciras,junio_2019,10.37
1933,Almería,junio_2019,9.48
1934,Cádiz,junio_2019,10.59
1935,Córdoba,junio_2019,10.23
1936,Dos Hermanas,junio_2019,10.32
1937,Granada,junio_2019,9.3
1938,Huelva,junio_2019,10.36
1939,Jaén,junio_2019,7.97
1940,Jerez de la Frontera,junio_2019,12.33
1941,Marbella,junio_2019,6.62
1942,Málaga,junio_2019,9.77
1943,Sevilla,junio_2019,9.69
1944,Algeciras,julio_2019,10.21
1945,Almería,julio_2019,9.48
1946,Cádiz,julio_2019,10.14
1947,Córdoba,julio_2019,10.28
1948,Dos Hermanas,julio_2019,10.34
1949,Granada,julio_2019,9.22
1950,Huelva,julio_2019,10.38
1951,Jaén,julio_2019,7.82
1952,Jerez de la Frontera,julio_2019,12.21
1953,Marbella,julio_2019,6.36
1954,Málaga,julio_2019,9.64
1955,Sevilla,julio_2019,9.74
1956,Algeciras,agosto_2019,10.15
1957,Almería,agosto_2019,9.53
1958,Cádiz,agosto_2019,10.15
1959,Córdoba,agosto_2019,10.47
1960,Dos Hermanas,agosto_2019,10.51
1961,Granada,agosto_2019,9.34
1962,Huelva,agosto_2019,10.5
1963,Jaén,agosto_2019,7.97
1964,Jerez de la Frontera,agosto_2019,12.13
1965,Marbella,agosto_2019,6.39
1966,Málaga,agosto_2019,9.66
1967,Sevilla,agosto_2019,9.87
1968,Algeciras,septiembre_2019,10.58
1969,Almería,septiembre_2019,9.59
1970,Cádiz,septiembre_2019,10.36
1971,Córdoba,septiembre_2019,10.37
1972,Dos Hermanas,septiembre_2019,10.35
1973,Granada,septiembre_2019,9.53
1974,Huelva,septiembre_2019,10.59
1975,Jaén,septiembre_2019,8.09
1976,Jerez de la Frontera,septiembre_2019,12.39
1977,Marbella,septiembre_2019,6.93
1978,Málaga,septiembre_2019,9.7
1979,Sevilla,septiembre_2019,9.79
1980,Algeciras,octubre_2019,10.96
1981,Almería,octubre_2019,9.43
1982,Cádiz,octubre_2019,10.81
1983,Córdoba,octubre_2019,10.46
1984,Dos Hermanas,octubre_2019,10.72
1985,Granada,octubre_2019,9.88
1986,Huelva,octubre_2019,10.99
1987,Jaén,octubre_2019,8.29
1988,Jerez de la Frontera,octubre_2019,12.79
1989,Marbella,octubre_2019,7.58
1990,Málaga,octubre_2019,9.95
1991,Sevilla,octubre_2019,9.92
1992,Algeciras,noviembre_2019,11.29
1993,Almería,noviembre_2019,9.25
1994,Cádiz,noviembre_2019,10.99
1995,Córdoba,noviembre_2019,10.43
1996,Dos Hermanas,noviembre_2019,10.68
1997,Granada,noviembre_2019,9.86
1998,Huelva,noviembre_2019,11.33
1999,Jaén,noviembre_2019,8.08
2000,Jerez de la Frontera,noviembre_2019,12.93
2001,Marbella,noviembre_2019,8.17
2002,Málaga,noviembre_2019,10.14
2003,Sevilla,noviembre_2019,9.88
2004,Algeciras,diciembre_2019,11.11
2005,Almería,diciembre_2019,8.96
2006,Cádiz,diciembre_2019,10.66
2007,Córdoba,diciembre_2019,10.13
2008,Dos Hermanas,diciembre_2019,10.58
2009,Granada,diciembre_2019,9.49
2010,Huelva,diciembre_2019,11.24
2011,Jaén,diciembre_2019,7.49
2012,Jerez de la Frontera,diciembre_2019,12.79
2013,Marbella,diciembre_2019,8.16
2014,Málaga,diciembre_2019,10.01
2015,Sevilla,diciembre_2019,9.73
